site,phylum,pct
tara_098_dcm_0_22_3,undef,0.06607
tara_098_dcm_0_22_3,Verrucomicrobia,0.01222
tara_098_mes_0_22_3,Acidobacteria,0.01577
tara_098_mes_0_22_3,Actinobacteria,0.01934
tara_098_mes_0_22_3,Bacteroidetes,0.01221
tara_098_mes_0_22_3,Chloroflexi,0.04418
tara_098_mes_0_22_3,Deferribacteres,0.10286
tara_098_mes_0_22_3,Euryarchaeota,0.03099
tara_098_mes_0_22_3,other,0.015950000000000002
tara_098_mes_0_22_3,Planctomycetes,0.01174
tara_098_mes_0_22_3,Proteobacteria,0.48154
tara_098_mes_0_22_3,Thaumarchaeota,0.16673
tara_098_mes_0_22_3,undef,0.08807
tara_098_mes_0_22_3,Verrucomicrobia,0.01063
tara_098_srf_0_22_3,Actinobacteria,0.02094
tara_098_srf_0_22_3,Bacteroidetes,0.05558
tara_098_srf_0_22_3,Cyanobacteria,0.1025
tara_098_srf_0_22_3,Deferribacteres,0.01821
tara_098_srf_0_22_3,Euryarchaeota,0.01057
tara_098_srf_0_22_3,other,0.00368
tara_098_srf_0_22_3,Proteobacteria,0.74946
tara_098_srf_0_22_3,undef,0.029
tara_098_srf_0_22_3,Verrucomicrobia,0.01007
tara_099_srf_0_22_3,Actinobacteria,0.02129
tara_099_srf_0_22_3,Bacteroidetes,0.07113
tara_099_srf_0_22_3,Cyanobacteria,0.14801
tara_099_srf_0_22_3,Deferribacteres,0.01773
tara_099_srf_0_22_3,Euryarchaeota,0.01053
tara_099_srf_0_22_3,other,0.00344
tara_099_srf_0_22_3,Proteobacteria,0.68842
tara_099_srf_0_22_3,undef,0.02876
tara_099_srf_0_22_3,Verrucomicrobia,0.01068
tara_100_dcm_0_22_3,Actinobacteria,0.03281
tara_100_dcm_0_22_3,Bacteroidetes,0.06329
tara_100_dcm_0_22_3,Cyanobacteria,0.1112
tara_100_dcm_0_22_3,Deferribacteres,0.03767
tara_100_dcm_0_22_3,Euryarchaeota,0.02393
tara_100_dcm_0_22_3,other,0.01391
tara_100_dcm_0_22_3,Proteobacteria,0.67352
tara_100_dcm_0_22_3,undef,0.04367
tara_100_mes_0_22_3,Actinobacteria,0.0323
tara_100_mes_0_22_3,Bacteroidetes,0.02839
tara_100_mes_0_22_3,Chloroflexi,0.01089
tara_100_mes_0_22_3,Cyanobacteria,0.01807
tara_100_mes_0_22_3,Deferribacteres,0.13474
tara_100_mes_0_22_3,Euryarchaeota,0.02868
tara_100_mes_0_22_3,other,0.012709999999999999
tara_100_mes_0_22_3,Planctomycetes,0.02044
tara_100_mes_0_22_3,Proteobacteria,0.58397
tara_100_mes_0_22_3,Thaumarchaeota,0.04294
tara_100_mes_0_22_3,undef,0.0655
tara_100_mes_0_22_3,Verrucomicrobia,0.02138
tara_100_srf_0_22_3,Actinobacteria,0.02344
tara_100_srf_0_22_3,Bacteroidetes,0.13364
tara_100_srf_0_22_3,Cyanobacteria,0.09315
tara_100_srf_0_22_3,Deferribacteres,0.0291
tara_100_srf_0_22_3,Euryarchaeota,0.01061
tara_100_srf_0_22_3,other,0.00412
tara_100_srf_0_22_3,Proteobacteria,0.66764
tara_100_srf_0_22_3,undef,0.02652
tara_100_srf_0_22_3,Verrucomicrobia,0.0118
tara_102_dcm_0_22_3,Actinobacteria,0.06369
tara_102_dcm_0_22_3,Bacteroidetes,0.09225
tara_102_dcm_0_22_3,Cyanobacteria,0.1108
tara_102_dcm_0_22_3,Deferribacteres,0.03532
tara_102_dcm_0_22_3,Euryarchaeota,0.02596
tara_102_dcm_0_22_3,other,0.0064
tara_102_dcm_0_22_3,Proteobacteria,0.60971
tara_102_dcm_0_22_3,undef,0.04388
tara_102_dcm_0_22_3,Verrucomicrobia,0.01198
tara_102_mes_0_22_3,Actinobacteria,0.02792
tara_102_mes_0_22_3,Bacteroidetes,0.04113
tara_102_mes_0_22_3,Deferribacteres,0.07756
tara_102_mes_0_22_3,Euryarchaeota,0.0248
tara_102_mes_0_22_3,other,0.03333
tara_102_mes_0_22_3,Proteobacteria,0.52683
tara_102_mes_0_22_3,Thaumarchaeota,0.20998
tara_102_mes_0_22_3,undef,0.0425
tara_102_mes_0_22_3,Verrucomicrobia,0.01598
tara_102_srf_0_22_3,Actinobacteria,0.03933
tara_102_srf_0_22_3,Bacteroidetes,0.1076
tara_102_srf_0_22_3,Cyanobacteria,0.09462
tara_102_srf_0_22_3,Deferribacteres,0.03635
tara_102_srf_0_22_3,Euryarchaeota,0.01737
tara_102_srf_0_22_3,other,0.0051400000000000005
tara_102_srf_0_22_3,Proteobacteria,0.66118
tara_102_srf_0_22_3,undef,0.02826
tara_102_srf_0_22_3,Verrucomicrobia,0.01016
tara_109_dcm_0_22_3,Actinobacteria,0.04365
tara_109_dcm_0_22_3,Bacteroidetes,0.0921
tara_109_dcm_0_22_3,Cyanobacteria,0.11653
tara_109_dcm_0_22_3,Deferribacteres,0.02264
tara_109_dcm_0_22_3,Euryarchaeota,0.0215
tara_109_dcm_0_22_3,other,0.00496
tara_109_dcm_0_22_3,Proteobacteria,0.65405
tara_109_dcm_0_22_3,undef,0.03044
tara_109_dcm_0_22_3,Verrucomicrobia,0.01412
tara_109_mes_0_22_3,Actinobacteria,0.02173
tara_109_mes_0_22_3,Bacteroidetes,0.03556
tara_109_mes_0_22_3,Deferribacteres,0.08218
tara_109_mes_0_22_3,Euryarchaeota,0.02376
tara_109_mes_0_22_3,other,0.03284
tara_109_mes_0_22_3,Proteobacteria,0.64396
tara_109_mes_0_22_3,Thaumarchaeota,0.0885
tara_109_mes_0_22_3,undef,0.05407
tara_109_mes_0_22_3,Verrucomicrobia,0.01742
tara_109_srf_0_22_3,Actinobacteria,0.04533
tara_109_srf_0_22_3,Bacteroidetes,0.09325
tara_109_srf_0_22_3,Cyanobacteria,0.13857
tara_109_srf_0_22_3,Deferribacteres,0.01857
tara_109_srf_0_22_3,Euryarchaeota,0.02326
tara_109_srf_0_22_3,other,0.00453
tara_109_srf_0_22_3,Proteobacteria,0.63615
tara_109_srf_0_22_3,undef,0.02822
tara_109_srf_0_22_3,Verrucomicrobia,0.01215
tara_110_dcm_0_22_3,Actinobacteria,0.03295
tara_110_dcm_0_22_3,Bacteroidetes,0.09764
tara_110_dcm_0_22_3,Cyanobacteria,0.10038
tara_110_dcm_0_22_3,Deferribacteres,0.04299
tara_110_dcm_0_22_3,Euryarchaeota,0.06976
tara_110_dcm_0_22_3,other,0.00885
tara_110_dcm_0_22_3,Proteobacteria,0.60403
tara_110_dcm_0_22_3,undef,0.04341
tara_110_mes_0_22_3,Actinobacteria,0.02896
tara_110_mes_0_22_3,Bacteroidetes,0.05805
tara_110_mes_0_22_3,Cyanobacteria,0.04599
tara_110_mes_0_22_3,Deferribacteres,0.07616
tara_110_mes_0_22_3,Euryarchaeota,0.04477
tara_110_mes_0_22_3,other,0.024650000000000002
tara_110_mes_0_22_3,Proteobacteria,0.56832
tara_110_mes_0_22_3,Thaumarchaeota,0.08957
tara_110_mes_0_22_3,undef,0.04852
tara_110_mes_0_22_3,Verrucomicrobia,0.01508
tara_110_srf_0_22_3,Actinobacteria,0.03752
tara_110_srf_0_22_3,Bacteroidetes,0.10058
tara_110_srf_0_22_3,Cyanobacteria,0.1144
tara_110_srf_0_22_3,Deferribacteres,0.02181
tara_110_srf_0_22_3,Euryarchaeota,0.02472
tara_110_srf_0_22_3,other,0.00923
tara_110_srf_0_22_3,Proteobacteria,0.65799
tara_110_srf_0_22_3,undef,0.03376
tara_111_dcm_0_22_3,Actinobacteria,0.03646
tara_111_dcm_0_22_3,Bacteroidetes,0.05158
tara_111_dcm_0_22_3,Cyanobacteria,0.12994
tara_111_dcm_0_22_3,Deferribacteres,0.05071
tara_111_dcm_0_22_3,Euryarchaeota,0.03231
tara_111_dcm_0_22_3,other,0.020489999999999998
tara_111_dcm_0_22_3,Proteobacteria,0.63252
tara_111_dcm_0_22_3,undef,0.04599
tara_111_mes_0_22_3,Actinobacteria,0.02422
tara_111_mes_0_22_3,Bacteroidetes,0.02768
tara_111_mes_0_22_3,Chloroflexi,0.01399
tara_111_mes_0_22_3,Deferribacteres,0.11896
tara_111_mes_0_22_3,Euryarchaeota,0.04535
tara_111_mes_0_22_3,other,0.03025
tara_111_mes_0_22_3,Proteobacteria,0.53491
tara_111_mes_0_22_3,Thaumarchaeota,0.13075
tara_111_mes_0_22_3,undef,0.05471
tara_111_mes_0_22_3,Verrucomicrobia,0.01917
tara_111_srf_0_22_3,Actinobacteria,0.02626
tara_111_srf_0_22_3,Bacteroidetes,0.07949
tara_111_srf_0_22_3,Cyanobacteria,0.11141
tara_111_srf_0_22_3,Deferribacteres,0.04231
tara_111_srf_0_22_3,Euryarchaeota,0.02884
tara_111_srf_0_22_3,other,0.0127
tara_111_srf_0_22_3,Proteobacteria,0.66314
tara_111_srf_0_22_3,undef,0.03585
tara_112_dcm_0_22_3,Actinobacteria,0.03248
tara_112_dcm_0_22_3,Bacteroidetes,0.05542
tara_112_dcm_0_22_3,Chloroflexi,0.01552
tara_112_dcm_0_22_3,Cyanobacteria,0.19422
tara_112_dcm_0_22_3,Deferribacteres,0.05065
tara_112_dcm_0_22_3,Euryarchaeota,0.02488
tara_112_dcm_0_22_3,other,0.01451
tara_112_dcm_0_22_3,Proteobacteria,0.54462
tara_112_dcm_0_22_3,undef,0.06771
tara_112_mes_0_22_3,Acidobacteria,0.01524
tara_112_mes_0_22_3,Actinobacteria,0.02468
tara_112_mes_0_22_3,Bacteroidetes,0.0893
tara_112_mes_0_22_3,Chloroflexi,0.03722
tara_112_mes_0_22_3,Deferribacteres,0.07365
tara_112_mes_0_22_3,Euryarchaeota,0.01779
tara_112_mes_0_22_3,other,0.02595
tara_112_mes_0_22_3,Planctomycetes,0.01055
tara_112_mes_0_22_3,Proteobacteria,0.4541
tara_112_mes_0_22_3,Thaumarchaeota,0.16136
tara_112_mes_0_22_3,undef,0.09015
tara_112_srf_0_22_3,Actinobacteria,0.02392
tara_112_srf_0_22_3,Bacteroidetes,0.05822
tara_112_srf_0_22_3,Cyanobacteria,0.16657
tara_112_srf_0_22_3,Deferribacteres,0.02747
tara_112_srf_0_22_3,Euryarchaeota,0.0181
tara_112_srf_0_22_3,other,0.0204
tara_112_srf_0_22_3,Proteobacteria,0.64837
tara_112_srf_0_22_3,undef,0.03696
tara_122_dcm_0_22_3,Actinobacteria,0.03657
tara_122_dcm_0_22_3,Bacteroidetes,0.02924
tara_122_dcm_0_22_3,Chloroflexi,0.01675
tara_122_dcm_0_22_3,Cyanobacteria,0.08949
tara_122_dcm_0_22_3,Deferribacteres,0.05009
tara_122_dcm_0_22_3,Euryarchaeota,0.03581
tara_122_dcm_0_22_3,other,0.01634
tara_122_dcm_0_22_3,Proteobacteria,0.65849
tara_122_dcm_0_22_3,undef,0.06722
tara_122_mes_0_22_3,Actinobacteria,0.04214
tara_122_mes_0_22_3,Bacteroidetes,0.04252
tara_122_mes_0_22_3,Chloroflexi,0.01332
tara_122_mes_0_22_3,Cyanobacteria,0.02904
tara_122_mes_0_22_3,Deferribacteres,0.08368
tara_122_mes_0_22_3,Euryarchaeota,0.03141
tara_122_mes_0_22_3,other,0.02794
tara_122_mes_0_22_3,Proteobacteria,0.51743
tara_122_mes_0_22_3,Thaumarchaeota,0.1457
tara_122_mes_0_22_3,undef,0.0562
tara_122_mes_0_22_3,Verrucomicrobia,0.01064
tara_122_srf_0_22_3,Actinobacteria,0.03252
tara_122_srf_0_22_3,Bacteroidetes,0.07705
tara_122_srf_0_22_3,Cyanobacteria,0.13119
tara_122_srf_0_22_3,Deferribacteres,0.05355
tara_122_srf_0_22_3,Euryarchaeota,0.04032
tara_122_srf_0_22_3,other,0.015359999999999999
tara_122_srf_0_22_3,Proteobacteria,0.61893
tara_122_srf_0_22_3,undef,0.03111
tara_123_mix_0_22_3,Actinobacteria,0.02625
tara_123_mix_0_22_3,Bacteroidetes,0.02174
tara_123_mix_0_22_3,Chloroflexi,0.03879
tara_123_mix_0_22_3,Cyanobacteria,0.02852
tara_123_mix_0_22_3,Deferribacteres,0.06114
tara_123_mix_0_22_3,Euryarchaeota,0.03963
tara_123_mix_0_22_3,other,0.03107
tara_123_mix_0_22_3,Proteobacteria,0.54393
tara_123_mix_0_22_3,Thaumarchaeota,0.08883
tara_123_mix_0_22_3,undef,0.1201
tara_123_srf_0_22_3,Actinobacteria,0.03866
tara_123_srf_0_22_3,Bacteroidetes,0.09058
tara_123_srf_0_22_3,Cyanobacteria,0.24231
tara_123_srf_0_22_3,Deferribacteres,0.02834
tara_123_srf_0_22_3,Euryarchaeota,0.05003
tara_123_srf_0_22_3,other,0.01991
tara_123_srf_0_22_3,Proteobacteria,0.45494
tara_123_srf_0_22_3,undef,0.07523
tara_124_mix_0_22_3,Actinobacteria,0.03608
tara_124_mix_0_22_3,Bacteroidetes,0.04153
tara_124_mix_0_22_3,Chloroflexi,0.03745
tara_124_mix_0_22_3,Cyanobacteria,0.04252
tara_124_mix_0_22_3,Deferribacteres,0.06315
tara_124_mix_0_22_3,Euryarchaeota,0.04066
tara_124_mix_0_22_3,other,0.016560000000000002
tara_124_mix_0_22_3,Proteobacteria,0.56809
tara_124_mix_0_22_3,Thaumarchaeota,0.07594
tara_124_mix_0_22_3,undef,0.06681
tara_124_mix_0_22_3,Verrucomicrobia,0.01121
tara_124_srf_0_22_3,Actinobacteria,0.03745
tara_124_srf_0_22_3,Bacteroidetes,0.06236
tara_124_srf_0_22_3,Cyanobacteria,0.18304
tara_124_srf_0_22_3,Deferribacteres,0.04353
tara_124_srf_0_22_3,Euryarchaeota,0.02621
tara_124_srf_0_22_3,other,0.02222
tara_124_srf_0_22_3,Proteobacteria,0.58229
tara_124_srf_0_22_3,undef,0.0429
tara_125_mix_0_22_3,Actinobacteria,0.02467
tara_125_mix_0_22_3,Bacteroidetes,0.01982
tara_125_mix_0_22_3,Chloroflexi,0.03304
tara_125_mix_0_22_3,Deferribacteres,0.06373
tara_125_mix_0_22_3,Euryarchaeota,0.03902
tara_125_mix_0_22_3,other,0.04503
tara_125_mix_0_22_3,Proteobacteria,0.57109
tara_125_mix_0_22_3,Thaumarchaeota,0.09001
tara_125_mix_0_22_3,undef,0.11356
tara_125_srf_0_22_3,Actinobacteria,0.05773
tara_125_srf_0_22_3,Bacteroidetes,0.06155
tara_125_srf_0_22_3,Cyanobacteria,0.10268
tara_125_srf_0_22_3,Deferribacteres,0.04165
tara_125_srf_0_22_3,Euryarchaeota,0.04059
tara_125_srf_0_22_3,other,0.01783
tara_125_srf_0_22_3,Proteobacteria,0.64887
tara_125_srf_0_22_3,undef,0.02912
tara_128_dcm_0_22_3,Actinobacteria,0.03601
tara_128_dcm_0_22_3,Bacteroidetes,0.0893
tara_128_dcm_0_22_3,Cyanobacteria,0.1102
tara_128_dcm_0_22_3,Deferribacteres,0.03723
tara_128_dcm_0_22_3,Euryarchaeota,0.04496
tara_128_dcm_0_22_3,other,0.01209
tara_128_dcm_0_22_3,Proteobacteria,0.59839
tara_128_dcm_0_22_3,undef,0.06155
tara_128_dcm_0_22_3,Verrucomicrobia,0.01027
tara_128_srf_0_22_3,Actinobacteria,0.03313
tara_128_srf_0_22_3,Bacteroidetes,0.10745
tara_128_srf_0_22_3,Cyanobacteria,0.15669
tara_128_srf_0_22_3,Deferribacteres,0.03728
tara_128_srf_0_22_3,Euryarchaeota,0.04373
tara_128_srf_0_22_3,other,0.01856
tara_128_srf_0_22_3,Proteobacteria,0.54293
tara_128_srf_0_22_3,undef,0.06024
tara_132_dcm_0_22_3,Actinobacteria,0.041
tara_132_dcm_0_22_3,Bacteroidetes,0.06663
tara_132_dcm_0_22_3,Cyanobacteria,0.1063
tara_132_dcm_0_22_3,Deferribacteres,0.08282
tara_132_dcm_0_22_3,Euryarchaeota,0.08886
tara_132_dcm_0_22_3,other,0.02025
tara_132_dcm_0_22_3,Proteobacteria,0.48896
tara_132_dcm_0_22_3,Thaumarchaeota,0.01238
tara_132_dcm_0_22_3,undef,0.09282
tara_132_mes_0_22_3,Acidobacteria,0.01029
tara_132_mes_0_22_3,Actinobacteria,0.0273
tara_132_mes_0_22_3,Bacteroidetes,0.021
tara_132_mes_0_22_3,Chloroflexi,0.03058
tara_132_mes_0_22_3,Deferribacteres,0.09184
tara_132_mes_0_22_3,Euryarchaeota,0.03486
tara_132_mes_0_22_3,other,0.01723
tara_132_mes_0_22_3,Planctomycetes,0.01178
tara_132_mes_0_22_3,Proteobacteria,0.56441
tara_132_mes_0_22_3,Thaumarchaeota,0.10568
tara_132_mes_0_22_3,undef,0.07184
tara_132_mes_0_22_3,Verrucomicrobia,0.01319
tara_132_srf_0_22_3,Actinobacteria,0.02521
tara_132_srf_0_22_3,Bacteroidetes,0.05777
tara_132_srf_0_22_3,Cyanobacteria,0.17628
tara_132_srf_0_22_3,Deferribacteres,0.02295
tara_132_srf_0_22_3,Euryarchaeota,0.01662
tara_132_srf_0_22_3,other,0.01252
tara_132_srf_0_22_3,Proteobacteria,0.65885
tara_132_srf_0_22_3,undef,0.02982
tara_133_dcm_0_22_3,Actinobacteria,0.04108
tara_133_dcm_0_22_3,Bacteroidetes,0.09285
tara_133_dcm_0_22_3,Cyanobacteria,0.09459
tara_133_dcm_0_22_3,Deferribacteres,0.03333
tara_133_dcm_0_22_3,Euryarchaeota,0.0376
tara_133_dcm_0_22_3,other,0.01107
tara_133_dcm_0_22_3,Proteobacteria,0.62583
tara_133_dcm_0_22_3,undef,0.04927
tara_133_dcm_0_22_3,Verrucomicrobia,0.01436
tara_133_mes_0_22_3,Actinobacteria,0.03564
tara_133_mes_0_22_3,Bacteroidetes,0.02527
tara_133_mes_0_22_3,Chloroflexi,0.01159
tara_133_mes_0_22_3,Deferribacteres,0.09467
tara_133_mes_0_22_3,Euryarchaeota,0.04156
tara_133_mes_0_22_3,other,0.021159999999999998
tara_133_mes_0_22_3,Planctomycetes,0.01119
tara_133_mes_0_22_3,Proteobacteria,0.51472
tara_133_mes_0_22_3,Thaumarchaeota,0.19377
tara_133_mes_0_22_3,undef,0.03692
tara_133_mes_0_22_3,Verrucomicrobia,0.01352
tara_133_srf_0_22_3,Actinobacteria,0.02265
tara_133_srf_0_22_3,Bacteroidetes,0.08993
tara_133_srf_0_22_3,Cyanobacteria,0.09879
tara_133_srf_0_22_3,Deferribacteres,0.01205
tara_133_srf_0_22_3,Euryarchaeota,0.01165
tara_133_srf_0_22_3,other,0.005569999999999999
tara_133_srf_0_22_3,Proteobacteria,0.6938
tara_133_srf_0_22_3,undef,0.03134
tara_133_srf_0_22_3,Verrucomicrobia,0.03423
tara_137_dcm_0_22_3,Actinobacteria,0.02915
tara_137_dcm_0_22_3,Bacteroidetes,0.01287
tara_137_dcm_0_22_3,Chloroflexi,0.01676
tara_137_dcm_0_22_3,Cyanobacteria,0.02611
tara_137_dcm_0_22_3,Deferribacteres,0.15675
tara_137_dcm_0_22_3,Euryarchaeota,0.01866
tara_137_dcm_0_22_3,other,0.01743
tara_137_dcm_0_22_3,Planctomycetes,0.05754
tara_137_dcm_0_22_3,Proteobacteria,0.53991
tara_137_dcm_0_22_3,Thaumarchaeota,0.0115
tara_137_dcm_0_22_3,undef,0.09673
tara_137_dcm_0_22_3,Verrucomicrobia,0.01659
tara_137_mes_0_22_3,Actinobacteria,0.02469
tara_137_mes_0_22_3,Bacteroidetes,0.01152
tara_137_mes_0_22_3,Chloroflexi,0.02779
tara_137_mes_0_22_3,Deferribacteres,0.16974
tara_137_mes_0_22_3,Euryarchaeota,0.0185
tara_137_mes_0_22_3,other,0.02051
tara_137_mes_0_22_3,Planctomycetes,0.04543
tara_137_mes_0_22_3,Proteobacteria,0.47479
tara_137_mes_0_22_3,Thaumarchaeota,0.07098
tara_137_mes_0_22_3,undef,0.12182
tara_137_mes_0_22_3,Verrucomicrobia,0.01425
tara_137_srf_0_22_3,Actinobacteria,0.0535
tara_137_srf_0_22_3,Bacteroidetes,0.08825
tara_137_srf_0_22_3,Cyanobacteria,0.12327
tara_137_srf_0_22_3,Deferribacteres,0.03678
tara_137_srf_0_22_3,Euryarchaeota,0.02301
tara_137_srf_0_22_3,other,0.010709999999999999
tara_137_srf_0_22_3,Proteobacteria,0.63727
tara_137_srf_0_22_3,undef,0.02723
tara_138_dcm_0_22_3,Actinobacteria,0.05887
tara_138_dcm_0_22_3,Bacteroidetes,0.05485
tara_138_dcm_0_22_3,Cyanobacteria,0.11063
tara_138_dcm_0_22_3,Deferribacteres,0.05263
tara_138_dcm_0_22_3,Euryarchaeota,0.05629
tara_138_dcm_0_22_3,other,0.01157
tara_138_dcm_0_22_3,Proteobacteria,0.57709
tara_138_dcm_0_22_3,Thaumarchaeota,0.01102
tara_138_dcm_0_22_3,undef,0.06701
tara_138_mes_0_22_3,Actinobacteria,0.02419
tara_138_mes_0_22_3,Bacteroidetes,0.01208
tara_138_mes_0_22_3,Chloroflexi,0.02437
tara_138_mes_0_22_3,Deferribacteres,0.15737
tara_138_mes_0_22_3,Euryarchaeota,0.01619
tara_138_mes_0_22_3,other,0.0342
tara_138_mes_0_22_3,Planctomycetes,0.06011
tara_138_mes_0_22_3,Proteobacteria,0.48697
tara_138_mes_0_22_3,Thaumarchaeota,0.06059
tara_138_mes_0_22_3,undef,0.12393
tara_138_srf_0_22_3,Actinobacteria,0.03892
tara_138_srf_0_22_3,Bacteroidetes,0.05381
tara_138_srf_0_22_3,Cyanobacteria,0.18226
tara_138_srf_0_22_3,Deferribacteres,0.02506
tara_138_srf_0_22_3,Euryarchaeota,0.01979
tara_138_srf_0_22_3,other,0.014410000000000001
tara_138_srf_0_22_3,Proteobacteria,0.62549
tara_138_srf_0_22_3,undef,0.04027
tara_140_srf_0_22_3,Actinobacteria,0.06146
tara_140_srf_0_22_3,Bacteroidetes,0.06688
tara_140_srf_0_22_3,Cyanobacteria,0.14959
tara_140_srf_0_22_3,Deferribacteres,0.02702
tara_140_srf_0_22_3,Euryarchaeota,0.01448
tara_140_srf_0_22_3,other,0.01135
tara_140_srf_0_22_3,Proteobacteria,0.62368
tara_140_srf_0_22_3,undef,0.0262
tara_140_srf_0_22_3,Verrucomicrobia,0.01936
tara_141_srf_0_22_3,Actinobacteria,0.04392
tara_141_srf_0_22_3,Bacteroidetes,0.09689
tara_141_srf_0_22_3,Cyanobacteria,0.23354
tara_141_srf_0_22_3,Deferribacteres,0.01685
tara_141_srf_0_22_3,other,0.0176
tara_141_srf_0_22_3,Proteobacteria,0.55571
tara_141_srf_0_22_3,undef,0.02409
tara_141_srf_0_22_3,Verrucomicrobia,0.0114
tara_142_dcm_0_22_3,Actinobacteria,0.04024
tara_142_dcm_0_22_3,Bacteroidetes,0.08247
tara_142_dcm_0_22_3,Cyanobacteria,0.11558
tara_142_dcm_0_22_3,Deferribacteres,0.04222
tara_142_dcm_0_22_3,Euryarchaeota,0.07798
tara_142_dcm_0_22_3,other,0.026770000000000002
tara_142_dcm_0_22_3,Proteobacteria,0.57241
tara_142_dcm_0_22_3,undef,0.04235
tara_142_mes_0_22_3,Actinobacteria,0.02816
tara_142_mes_0_22_3,Bacteroidetes,0.06201
tara_142_mes_0_22_3,Chloroflexi,0.01054
tara_142_mes_0_22_3,Deferribacteres,0.06392
tara_142_mes_0_22_3,Euryarchaeota,0.02693
tara_142_mes_0_22_3,other,0.03275
tara_142_mes_0_22_3,Proteobacteria,0.58274
tara_142_mes_0_22_3,Thaumarchaeota,0.14526
tara_142_mes_0_22_3,undef,0.04771
tara_142_srf_0_22_3,Actinobacteria,0.0453
tara_142_srf_0_22_3,Bacteroidetes,0.06358
tara_142_srf_0_22_3,Cyanobacteria,0.13622
tara_142_srf_0_22_3,Deferribacteres,0.04311
tara_142_srf_0_22_3,Euryarchaeota,0.06304
tara_142_srf_0_22_3,other,0.02282
tara_142_srf_0_22_3,Proteobacteria,0.57805
tara_142_srf_0_22_3,undef,0.04791
tara_145_mes_0_22_3,Acidobacteria,0.01067
tara_145_mes_0_22_3,Actinobacteria,0.03411
tara_145_mes_0_22_3,Bacteroidetes,0.04788
tara_145_mes_0_22_3,Chloroflexi,0.03237
tara_145_mes_0_22_3,Deferribacteres,0.09409
tara_145_mes_0_22_3,Euryarchaeota,0.04164
tara_145_mes_0_22_3,other,0.0167
tara_145_mes_0_22_3,Planctomycetes,0.01017
tara_145_mes_0_22_3,Proteobacteria,0.47612
tara_145_mes_0_22_3,Thaumarchaeota,0.15979
tara_145_mes_0_22_3,undef,0.06235
tara_145_mes_0_22_3,Verrucomicrobia,0.01411
tara_145_srf_0_22_3,Actinobacteria,0.02058
tara_145_srf_0_22_3,Bacteroidetes,0.059
tara_145_srf_0_22_3,Chloroflexi,0.01021
tara_145_srf_0_22_3,Cyanobacteria,0.12404
tara_145_srf_0_22_3,Deferribacteres,0.03515
tara_145_srf_0_22_3,Euryarchaeota,0.06716
tara_145_srf_0_22_3,other,0.012539999999999999
tara_145_srf_0_22_3,Proteobacteria,0.54023
tara_145_srf_0_22_3,Thaumarchaeota,0.0389
tara_145_srf_0_22_3,undef,0.09218
tara_146_mes_0_22_3,Actinobacteria,0.02977
tara_146_mes_0_22_3,Bacteroidetes,0.02714
tara_146_mes_0_22_3,Chloroflexi,0.03588
tara_146_mes_0_22_3,Deferribacteres,0.09812
tara_146_mes_0_22_3,Euryarchaeota,0.03929
tara_146_mes_0_22_3,other,0.02377
tara_146_mes_0_22_3,Planctomycetes,0.01101
tara_146_mes_0_22_3,Proteobacteria,0.50994
tara_146_mes_0_22_3,Thaumarchaeota,0.13865
tara_146_mes_0_22_3,undef,0.07505
tara_146_mes_0_22_3,Verrucomicrobia,0.01136
tara_146_srf_0_22_3,Actinobacteria,0.02966
tara_146_srf_0_22_3,Bacteroidetes,0.04474
tara_146_srf_0_22_3,Chloroflexi,0.01043
tara_146_srf_0_22_3,Cyanobacteria,0.10919
tara_146_srf_0_22_3,Deferribacteres,0.04612
tara_146_srf_0_22_3,Euryarchaeota,0.04346
tara_146_srf_0_22_3,other,0.01589
tara_146_srf_0_22_3,Proteobacteria,0.56881
tara_146_srf_0_22_3,Thaumarchaeota,0.05474
tara_146_srf_0_22_3,undef,0.07699
tara_148_srf_0_22_3,Actinobacteria,0.03446
tara_148_srf_0_22_3,Bacteroidetes,0.06286
tara_148_srf_0_22_3,Cyanobacteria,0.13967
tara_148_srf_0_22_3,Deferribacteres,0.03548
tara_148_srf_0_22_3,Euryarchaeota,0.04579
tara_148_srf_0_22_3,other,0.02059
tara_148_srf_0_22_3,Proteobacteria,0.58267
tara_148_srf_0_22_3,Thaumarchaeota,0.02302
tara_148_srf_0_22_3,undef,0.05545
tara_148b_mes_0_22_3,Actinobacteria,0.01992
tara_148b_mes_0_22_3,Bacteroidetes,0.03411
tara_148b_mes_0_22_3,Chloroflexi,0.04049
tara_148b_mes_0_22_3,Deferribacteres,0.09662
tara_148b_mes_0_22_3,Euryarchaeota,0.07767
tara_148b_mes_0_22_3,other,0.03213
tara_148b_mes_0_22_3,Planctomycetes,0.01112
tara_148b_mes_0_22_3,Proteobacteria,0.45436
tara_148b_mes_0_22_3,Thaumarchaeota,0.10595
tara_148b_mes_0_22_3,undef,0.12762
tara_149_mes_0_22_3,Actinobacteria,0.02699
tara_149_mes_0_22_3,Bacteroidetes,0.02679
tara_149_mes_0_22_3,Chloroflexi,0.02897
tara_149_mes_0_22_3,Deferribacteres,0.08505
tara_149_mes_0_22_3,Euryarchaeota,0.03126
tara_149_mes_0_22_3,other,0.02242
tara_149_mes_0_22_3,Planctomycetes,0.01035
tara_149_mes_0_22_3,Proteobacteria,0.5275
tara_149_mes_0_22_3,Thaumarchaeota,0.16484
tara_149_mes_0_22_3,undef,0.06577
tara_149_mes_0_22_3,Verrucomicrobia,0.01005
